mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
2,143,2,roc_auc,hand_till,0.717470519684607,5,0.007339254014119638,Preprocessor1_Model082
3,214,6,roc_auc,hand_till,0.7173603687795156,5,0.009950820822682501,Preprocessor1_Model347
6,214,3,roc_auc,hand_till,0.7172810962644792,5,0.012871096618765586,Preprocessor1_Model158
7,357,5,roc_auc,hand_till,0.7171318281586139,5,0.010286892557130205,Preprocessor1_Model303
5,143,3,roc_auc,hand_till,0.7170927192149413,5,0.009631581170757452,Preprocessor1_Model149
7,500,4,roc_auc,hand_till,0.7170841752750482,5,0.012169739852221683,Preprocessor1_Model255
3,214,7,roc_auc,hand_till,0.7169981161291676,5,0.008434864275188487,Preprocessor1_Model411
2,428,5,roc_auc,hand_till,0.7169901315725721,5,0.013209123136504271,Preprocessor1_Model306
2,286,3,roc_auc,hand_till,0.7169709654065805,5,0.014839344997609043,Preprocessor1_Model162
7,143,3,roc_auc,hand_till,0.7168801770815163,5,0.011543788195228952,Preprocessor1_Model151
8,214,3,roc_auc,hand_till,0.7167665356835992,5,0.0091462504740273,Preprocessor1_Model160
5,214,1,roc_auc,hand_till,0.7167177808908464,5,0.01291469186213634,Preprocessor1_Model029
8,72,1,roc_auc,hand_till,0.7165452232163046,5,0.015216028081965956,Preprocessor1_Model016
7,72,7,roc_auc,hand_till,0.7165235827664398,5,0.010213053444588307,Preprocessor1_Model399
4,72,4,roc_auc,hand_till,0.7163286055673457,5,0.015698775287544712,Preprocessor1_Model204
7,143,2,roc_auc,hand_till,0.716303886429928,5,0.01191334059971099,Preprocessor1_Model087
2,286,4,roc_auc,hand_till,0.7162695081593892,5,0.011080457321900428,Preprocessor1_Model226
7,214,1,roc_auc,hand_till,0.7162293369163905,5,0.00780072445929647,Preprocessor1_Model031
2,357,6,roc_auc,hand_till,0.716162831172355,5,0.011733436804074867,Preprocessor1_Model362
4,72,3,roc_auc,hand_till,0.7160911953456596,5,0.019845792105899245,Preprocessor1_Model140
8,72,7,roc_auc,hand_till,0.7158862557618013,5,0.011497147982401864,Preprocessor1_Model400
2,286,2,roc_auc,hand_till,0.7157870621515462,5,0.013942911026216982,Preprocessor1_Model098
5,72,8,roc_auc,hand_till,0.715641373933239,5,0.012062348005606176,Preprocessor1_Model461
2,286,6,roc_auc,hand_till,0.715585044794271,5,0.013243401117321628,Preprocessor1_Model354
2,428,3,roc_auc,hand_till,0.7154123272267121,5,0.012265993350946136,Preprocessor1_Model178
4,72,5,roc_auc,hand_till,0.7154012489421219,5,0.014337132288934379,Preprocessor1_Model268
6,143,2,roc_auc,hand_till,0.7151668422259692,5,0.015075052919571851,Preprocessor1_Model086
2,500,1,roc_auc,hand_till,0.7151642030625165,5,0.013681922632993303,Preprocessor1_Model058
8,143,8,roc_auc,hand_till,0.7149604970573225,5,0.014236201513029107,Preprocessor1_Model472
2,500,5,roc_auc,hand_till,0.714960087836179,5,0.012868460029415411,Preprocessor1_Model314
8,72,6,roc_auc,hand_till,0.714853994216395,5,0.013699732902886395,Preprocessor1_Model336
3,286,5,roc_auc,hand_till,0.714805164100303,5,0.010896195816240066,Preprocessor1_Model291
4,143,7,roc_auc,hand_till,0.714784221143348,5,0.008094456987942159,Preprocessor1_Model404
6,72,7,roc_auc,hand_till,0.714695542739888,5,0.010176306205517698,Preprocessor1_Model398
3,143,3,roc_auc,hand_till,0.7146290128705803,5,0.016165022442957908,Preprocessor1_Model147
5,72,2,roc_auc,hand_till,0.714626244843854,5,0.011279447916759378,Preprocessor1_Model077
3,72,8,roc_auc,hand_till,0.7146194423448391,5,0.008490784087521379,Preprocessor1_Model459
8,72,5,roc_auc,hand_till,0.7145405863188105,5,0.010166785421564451,Preprocessor1_Model272
8,72,8,roc_auc,hand_till,0.7143777284370538,5,0.01183501711821692,Preprocessor1_Model464
6,72,2,roc_auc,hand_till,0.7142843843674697,5,0.008567979335609637,Preprocessor1_Model078
7,72,6,roc_auc,hand_till,0.71421247028251,5,0.008271794644160623,Preprocessor1_Model335
3,428,8,roc_auc,hand_till,0.7141905315877537,5,0.008928418956936511,Preprocessor1_Model499
5,143,2,roc_auc,hand_till,0.7140319483206388,5,0.013157458354611216,Preprocessor1_Model085
7,72,1,roc_auc,hand_till,0.7137894573166398,5,0.00664081138004846,Preprocessor1_Model015
5,72,4,roc_auc,hand_till,0.7135717561300399,5,0.015924305511347197,Preprocessor1_Model205
5,143,7,roc_auc,hand_till,0.7135440149944118,5,0.011448698547506608,Preprocessor1_Model405
2,357,7,roc_auc,hand_till,0.7132615091074416,5,0.011185886372324936,Preprocessor1_Model426
3,72,1,roc_auc,hand_till,0.713233793247831,5,0.01136851170172265,Preprocessor1_Model011
3,143,2,roc_auc,hand_till,0.7131795788757098,5,0.012982266092017667,Preprocessor1_Model083
2,500,8,roc_auc,hand_till,0.7131196242029575,5,0.010821880639092602,Preprocessor1_Model506
2,500,2,roc_auc,hand_till,0.7130791378778482,5,0.013500329380454978,Preprocessor1_Model122
5,72,3,roc_auc,hand_till,0.7130310805376281,5,0.012956404876817481,Preprocessor1_Model141
3,143,8,roc_auc,hand_till,0.7129610898727962,5,0.010276999901306786,Preprocessor1_Model467
3,143,5,roc_auc,hand_till,0.7128105699782287,5,0.012565395264915334,Preprocessor1_Model275
4,72,6,roc_auc,hand_till,0.7128045622403756,5,0.0073088877247920745,Preprocessor1_Model332
7,72,4,roc_auc,hand_till,0.7127196936312512,5,0.010403115998540631,Preprocessor1_Model207
6,143,7,roc_auc,hand_till,0.7126953771133334,5,0.006878611398440016,Preprocessor1_Model406
2,500,3,roc_auc,hand_till,0.7126488014080276,5,0.011320560530051866,Preprocessor1_Model186
8,143,4,roc_auc,hand_till,0.7126257491351241,5,0.011153936104456695,Preprocessor1_Model216
2,500,7,roc_auc,hand_till,0.712547216852078,5,0.011157488265449295,Preprocessor1_Model442
2,428,4,roc_auc,hand_till,0.7124449147964029,5,0.011703495197139863,Preprocessor1_Model242
2,214,7,roc_auc,hand_till,0.7123780978464509,5,0.009475071597483436,Preprocessor1_Model410
3,72,5,roc_auc,hand_till,0.7117483365473445,5,0.011101889587988025,Preprocessor1_Model267
2,214,5,roc_auc,hand_till,0.7117450656853435,5,0.009353556297449722,Preprocessor1_Model282
2,286,5,roc_auc,hand_till,0.7115816654392051,5,0.010406206366264855,Preprocessor1_Model290
2,214,2,roc_auc,hand_till,0.7115297995361487,5,0.0106594164202121,Preprocessor1_Model090
2,357,8,roc_auc,hand_till,0.711408601315645,5,0.012122221289708884,Preprocessor1_Model490
6,72,5,roc_auc,hand_till,0.7109445663830584,5,0.013192979008114251,Preprocessor1_Model270
2,357,5,roc_auc,hand_till,0.7109241672238695,5,0.013538180831342039,Preprocessor1_Model298
4,72,2,roc_auc,hand_till,0.7109004338107513,5,0.011618092758102652,Preprocessor1_Model076
2,143,8,roc_auc,hand_till,0.7105194620084501,5,0.01246824065694252,Preprocessor1_Model466
8,143,2,roc_auc,hand_till,0.7103752089309132,5,0.007172640913693662,Preprocessor1_Model088
7,72,2,roc_auc,hand_till,0.7103429029102143,5,0.011160183056735795,Preprocessor1_Model079
8,72,4,roc_auc,hand_till,0.7100114406078195,5,0.00864393138823267,Preprocessor1_Model208
2,500,6,roc_auc,hand_till,0.7098218791386449,5,0.01212774945605569,Preprocessor1_Model378
2,214,8,roc_auc,hand_till,0.709737592180747,5,0.012253955120283738,Preprocessor1_Model474
2,286,8,roc_auc,hand_till,0.7095574335313423,5,0.013074332060250233,Preprocessor1_Model482
4,143,2,roc_auc,hand_till,0.7094177333670886,5,0.011761309789139553,Preprocessor1_Model084
2,500,4,roc_auc,hand_till,0.7094105649311006,5,0.010658119972297672,Preprocessor1_Model250
2,214,4,roc_auc,hand_till,0.7094054686641988,5,0.011925566731007689,Preprocessor1_Model218
2,143,5,roc_auc,hand_till,0.7090236136548637,5,0.01522191232707001,Preprocessor1_Model274
8,72,3,roc_auc,hand_till,0.7089564447585777,5,0.01062401589124361,Preprocessor1_Model144
7,72,5,roc_auc,hand_till,0.7089428786436227,5,0.011391739669411226,Preprocessor1_Model271
2,428,8,roc_auc,hand_till,0.7088957310179532,5,0.011985604320627546,Preprocessor1_Model498
2,428,2,roc_auc,hand_till,0.7085170910695713,5,0.014151807503348589,Preprocessor1_Model114
2,357,1,roc_auc,hand_till,0.7084776602806364,5,0.013478199818905828,Preprocessor1_Model042
4,72,8,roc_auc,hand_till,0.7082415447684297,5,0.013167598353900306,Preprocessor1_Model460
3,72,4,roc_auc,hand_till,0.7079574108798314,5,0.01562505578540547,Preprocessor1_Model203
2,214,6,roc_auc,hand_till,0.7076017985541794,5,0.011664159138427882,Preprocessor1_Model346
3,72,3,roc_auc,hand_till,0.7074553574658733,5,0.009068510341672829,Preprocessor1_Model139
2,72,1,roc_auc,hand_till,0.7073940952235594,5,0.011913179808139393,Preprocessor1_Model010
2,214,1,roc_auc,hand_till,0.7073697375412653,5,0.013166026844068639,Preprocessor1_Model026
2,286,7,roc_auc,hand_till,0.7072442566912804,5,0.01369888060258358,Preprocessor1_Model418
2,428,6,roc_auc,hand_till,0.7071554683815596,5,0.01170822883708709,Preprocessor1_Model370
8,72,2,roc_auc,hand_till,0.7065108016817838,5,0.012858594768511936,Preprocessor1_Model080
2,143,1,roc_auc,hand_till,0.7063466802010453,5,0.019183381693011006,Preprocessor1_Model018
2,357,2,roc_auc,hand_till,0.7061754131377147,5,0.011458042436889054,Preprocessor1_Model106
2,143,3,roc_auc,hand_till,0.7057292959538991,5,0.015792197427355926,Preprocessor1_Model146
2,72,7,roc_auc,hand_till,0.7055358069106084,5,0.010235467362889373,Preprocessor1_Model394
3,72,2,roc_auc,hand_till,0.7048735684931617,5,0.0063632749953534155,Preprocessor1_Model075
2,428,7,roc_auc,hand_till,0.704827298744759,5,0.012639386658754706,Preprocessor1_Model434
2,143,4,roc_auc,hand_till,0.7047962922989708,5,0.019393072561222743,Preprocessor1_Model210
2,214,3,roc_auc,hand_till,0.7046663340407388,5,0.012410077198246336,Preprocessor1_Model154
2,357,4,roc_auc,hand_till,0.704070679698755,5,0.012251260618191389,Preprocessor1_Model234
2,72,5,roc_auc,hand_till,0.7036420445552389,5,0.012718954275286087,Preprocessor1_Model266
2,72,3,roc_auc,hand_till,0.7022938810234445,5,0.014038487429387191,Preprocessor1_Model138
2,143,7,roc_auc,hand_till,0.7017223424650011,5,0.012887661071891706,Preprocessor1_Model402
2,72,4,roc_auc,hand_till,0.7000469776585847,5,0.01951784886801585,Preprocessor1_Model202
2,143,6,roc_auc,hand_till,0.6985133037450498,5,0.013646915410918635,Preprocessor1_Model338
2,72,6,roc_auc,hand_till,0.6977643501560168,5,0.011480792172487531,Preprocessor1_Model330
2,72,8,roc_auc,hand_till,0.6953018476930184,5,0.00776917269858844,Preprocessor1_Model458
1,286,6,roc_auc,hand_till,0.6911238654056114,5,0.016583173046415118,Preprocessor1_Model353
1,500,5,roc_auc,hand_till,0.6885104201794677,5,0.01704312415041625,Preprocessor1_Model313
1,428,5,roc_auc,hand_till,0.6874909342274421,5,0.011569196901556235,Preprocessor1_Model305
1,286,2,roc_auc,hand_till,0.686425328063324,5,0.012165855069113428,Preprocessor1_Model097
1,428,1,roc_auc,hand_till,0.6863009015785801,5,0.0145924824744946,Preprocessor1_Model049
1,500,3,roc_auc,hand_till,0.686031599382393,5,0.01565897331509382,Preprocessor1_Model185
1,143,5,roc_auc,hand_till,0.6857824729393182,5,0.014030680630938536,Preprocessor1_Model273
1,286,1,roc_auc,hand_till,0.6852897057968487,5,0.010824102173373571,Preprocessor1_Model033
1,500,1,roc_auc,hand_till,0.684769173595364,5,0.012026282886034823,Preprocessor1_Model057
1,214,4,roc_auc,hand_till,0.6847107794138548,5,0.011468683030622446,Preprocessor1_Model217
1,357,1,roc_auc,hand_till,0.6844464668892248,5,0.013664354129890387,Preprocessor1_Model041
1,357,6,roc_auc,hand_till,0.6842892714208191,5,0.015625265838160148,Preprocessor1_Model361
1,143,1,roc_auc,hand_till,0.6840027450320109,5,0.016330395851401232,Preprocessor1_Model017
1,500,2,roc_auc,hand_till,0.6835506677956082,5,0.014403754675858431,Preprocessor1_Model121
1,143,6,roc_auc,hand_till,0.6833707662670956,5,0.017448760062304315,Preprocessor1_Model337
1,143,8,roc_auc,hand_till,0.6830687254103921,5,0.014959822090095245,Preprocessor1_Model465
1,286,3,roc_auc,hand_till,0.6830512314184933,5,0.01324939800879827,Preprocessor1_Model161
1,357,7,roc_auc,hand_till,0.6830469653839694,5,0.014339440147904321,Preprocessor1_Model425
1,143,3,roc_auc,hand_till,0.6826506780917495,5,0.009106441201338184,Preprocessor1_Model145
1,428,6,roc_auc,hand_till,0.6825706366164699,5,0.014003384944450852,Preprocessor1_Model369
1,428,7,roc_auc,hand_till,0.6825160123973616,5,0.013896841344185708,Preprocessor1_Model433
1,286,5,roc_auc,hand_till,0.6823150166191833,5,0.011491405513928443,Preprocessor1_Model289
1,428,3,roc_auc,hand_till,0.6823125436475634,5,0.015692041645849156,Preprocessor1_Model177
1,428,4,roc_auc,hand_till,0.6818447632614298,5,0.010528861891081457,Preprocessor1_Model241
1,357,5,roc_auc,hand_till,0.6816638486329955,5,0.012874294474087458,Preprocessor1_Model297
1,500,7,roc_auc,hand_till,0.6810306629584407,5,0.01630253913119395,Preprocessor1_Model441
1,500,8,roc_auc,hand_till,0.6803538268940054,5,0.013092222363771213,Preprocessor1_Model505
1,428,2,roc_auc,hand_till,0.6797679921232501,5,0.014518286894366877,Preprocessor1_Model113
1,500,4,roc_auc,hand_till,0.6794501920735055,5,0.016032042999776272,Preprocessor1_Model249
1,72,5,roc_auc,hand_till,0.6794378893556473,5,0.009899940499820762,Preprocessor1_Model265
1,357,3,roc_auc,hand_till,0.6794055616524862,5,0.012391248734387844,Preprocessor1_Model169
1,214,2,roc_auc,hand_till,0.6789217668501398,5,0.013496950807659681,Preprocessor1_Model089
1,428,8,roc_auc,hand_till,0.6788840389622135,5,0.012381420666456974,Preprocessor1_Model497
1,72,4,roc_auc,hand_till,0.6784921758613226,5,0.013768288637538328,Preprocessor1_Model201
1,357,8,roc_auc,hand_till,0.6777101688324902,5,0.013531917183341029,Preprocessor1_Model489
1,357,2,roc_auc,hand_till,0.676940418491708,5,0.015981459377886708,Preprocessor1_Model105
1,357,4,roc_auc,hand_till,0.6768912488048401,5,0.010086246634820419,Preprocessor1_Model233
1,143,4,roc_auc,hand_till,0.6767397932534837,5,0.01268675891753172,Preprocessor1_Model209
1,214,3,roc_auc,hand_till,0.6754290385907449,5,0.013700824596710948,Preprocessor1_Model153
1,214,7,roc_auc,hand_till,0.6753363988377877,5,0.007573812306683637,Preprocessor1_Model409
1,143,7,roc_auc,hand_till,0.6753186731625224,5,0.011398269438281492,Preprocessor1_Model401
1,72,1,roc_auc,hand_till,0.6751327298987021,5,0.014473687269527013,Preprocessor1_Model009
1,214,5,roc_auc,hand_till,0.6751190726124258,5,0.01533905166929472,Preprocessor1_Model281
1,286,7,roc_auc,hand_till,0.6747946736648125,5,0.009976079723209975,Preprocessor1_Model417
1,286,8,roc_auc,hand_till,0.674674260131403,5,0.01139195441126184,Preprocessor1_Model481
1,500,6,roc_auc,hand_till,0.6737422899264168,5,0.012211197739914595,Preprocessor1_Model377
1,143,2,roc_auc,hand_till,0.6736502856674483,5,0.011083342151134556,Preprocessor1_Model081
1,214,1,roc_auc,hand_till,0.6732672895630236,5,0.01255399968878209,Preprocessor1_Model025
1,72,8,roc_auc,hand_till,0.6719429277218959,5,0.01715363000348173,Preprocessor1_Model457
1,214,6,roc_auc,hand_till,0.67192916892778,5,0.012036243548154102,Preprocessor1_Model345
1,286,4,roc_auc,hand_till,0.6712668462636716,5,0.012985541439680505,Preprocessor1_Model225
1,214,8,roc_auc,hand_till,0.6709417197624539,5,0.010090609170075471,Preprocessor1_Model473
1,72,7,roc_auc,hand_till,0.6707944021696998,5,0.01556975521439491,Preprocessor1_Model393
1,72,2,roc_auc,hand_till,0.6704925991336705,5,0.014152544673413169,Preprocessor1_Model073
1,72,3,roc_auc,hand_till,0.670072017672216,5,0.010773564987654834,Preprocessor1_Model137
1,72,6,roc_auc,hand_till,0.6597969340513983,5,0.01130886566666497,Preprocessor1_Model329
5,1,5,roc_auc,hand_till,0.611216110432777,5,0.015486958695518385,Preprocessor1_Model261
4,1,3,roc_auc,hand_till,0.604989689847924,5,0.010346921219574836,Preprocessor1_Model132
3,1,8,roc_auc,hand_till,0.5999423738500623,5,0.0104179411283129,Preprocessor1_Model451
1,1,5,roc_auc,hand_till,0.5975873892458218,5,0.022931000334350908,Preprocessor1_Model257
7,1,7,roc_auc,hand_till,0.5960895461460938,5,0.011658421062041605,Preprocessor1_Model391
8,1,7,roc_auc,hand_till,0.5958936011299106,5,0.009755800794514824,Preprocessor1_Model392
4,1,6,roc_auc,hand_till,0.594241885732213,5,0.00996496951428171,Preprocessor1_Model324
8,1,5,roc_auc,hand_till,0.5934117810265132,5,0.021850016627856444,Preprocessor1_Model264
3,1,5,roc_auc,hand_till,0.5911053563756937,5,0.020384837752924417,Preprocessor1_Model259
3,1,4,roc_auc,hand_till,0.590741168010414,5,0.02160598826467546,Preprocessor1_Model195
3,1,3,roc_auc,hand_till,0.5898564745366333,5,0.015238107703527655,Preprocessor1_Model131
7,1,5,roc_auc,hand_till,0.5896189314947252,5,0.01665678865638605,Preprocessor1_Model263
4,1,8,roc_auc,hand_till,0.5894782040178369,5,0.015224099760126175,Preprocessor1_Model452
6,1,8,roc_auc,hand_till,0.5875859698117137,5,0.023495285005950863,Preprocessor1_Model454
6,1,5,roc_auc,hand_till,0.5873181111143413,5,0.010855546006607548,Preprocessor1_Model262
8,1,4,roc_auc,hand_till,0.5859784579691325,5,0.008402512775732,Preprocessor1_Model200
1,1,3,roc_auc,hand_till,0.5815328277120441,5,0.026301838842221165,Preprocessor1_Model129
5,1,4,roc_auc,hand_till,0.5812602432877234,5,0.014479037984907952,Preprocessor1_Model197
5,1,6,roc_auc,hand_till,0.5807773715445342,5,0.011566965006332967,Preprocessor1_Model325
4,1,5,roc_auc,hand_till,0.5803741648820022,5,0.026819474832876083,Preprocessor1_Model260
6,1,1,roc_auc,hand_till,0.579018315018315,5,0.015176847129882917,Preprocessor1_Model006
7,1,8,roc_auc,hand_till,0.578839953590648,5,0.009636028707073039,Preprocessor1_Model455
8,1,8,roc_auc,hand_till,0.5775468413053731,5,0.01857916602416836,Preprocessor1_Model456
3,1,2,roc_auc,hand_till,0.5774851498149117,5,0.010890541657301179,Preprocessor1_Model067
6,1,4,roc_auc,hand_till,0.5766944000095289,5,0.012983319438992403,Preprocessor1_Model198
3,1,7,roc_auc,hand_till,0.5763613114215297,5,0.01057021267727135,Preprocessor1_Model387
6,1,7,roc_auc,hand_till,0.5757548346035946,5,0.0296079494696586,Preprocessor1_Model390
7,1,4,roc_auc,hand_till,0.5749475796800202,5,0.01511113108691542,Preprocessor1_Model199
2,1,8,roc_auc,hand_till,0.5729897565911455,5,0.00831844360875443,Preprocessor1_Model450
8,1,2,roc_auc,hand_till,0.5721021794508401,5,0.022727818265680086,Preprocessor1_Model072
5,1,3,roc_auc,hand_till,0.5705967690708762,5,0.006833990557411495,Preprocessor1_Model133
4,1,1,roc_auc,hand_till,0.5704994343178867,5,0.009880023449600237,Preprocessor1_Model004
2,1,3,roc_auc,hand_till,0.5698774432541297,5,0.009218605769854244,Preprocessor1_Model130
4,1,4,roc_auc,hand_till,0.5693347547257269,5,0.008505243320818517,Preprocessor1_Model196
3,1,1,roc_auc,hand_till,0.5690984031290578,5,0.007896995568477174,Preprocessor1_Model003
8,1,6,roc_auc,hand_till,0.5665838408725313,5,0.02431514105722092,Preprocessor1_Model328
5,1,2,roc_auc,hand_till,0.5660647959789329,5,0.020812149703585754,Preprocessor1_Model069
7,1,2,roc_auc,hand_till,0.5657082639252282,5,0.01591876165621084,Preprocessor1_Model071
6,1,2,roc_auc,hand_till,0.5642718201881892,5,0.018697857960045264,Preprocessor1_Model070
1,1,1,roc_auc,hand_till,0.5642328470930158,5,0.02551233959878846,Preprocessor1_Model001
8,1,3,roc_auc,hand_till,0.564067323903683,5,0.011439058943247383,Preprocessor1_Model136
5,1,1,roc_auc,hand_till,0.5633330280830281,5,0.014933232998780308,Preprocessor1_Model005
2,1,5,roc_auc,hand_till,0.5625346385610275,5,0.025134735761174802,Preprocessor1_Model258
5,1,8,roc_auc,hand_till,0.5615288254000556,5,0.015581271601206554,Preprocessor1_Model453
7,1,6,roc_auc,hand_till,0.5600910796654844,5,0.017092266712340716,Preprocessor1_Model327
4,1,7,roc_auc,hand_till,0.5587553372167956,5,0.015050770939449029,Preprocessor1_Model388
6,1,3,roc_auc,hand_till,0.5585396530846433,5,0.018493405087088872,Preprocessor1_Model134
2,1,1,roc_auc,hand_till,0.5553879623169306,5,0.011541161799272332,Preprocessor1_Model002
7,1,1,roc_auc,hand_till,0.5521135531135531,5,0.009226608644483237,Preprocessor1_Model007
2,1,7,roc_auc,hand_till,0.5517427438651149,5,0.016447839571886974,Preprocessor1_Model386
3,1,6,roc_auc,hand_till,0.551705878390055,5,0.013089363596795876,Preprocessor1_Model323
8,1,1,roc_auc,hand_till,0.5493653846153846,5,0.017625249782662986,Preprocessor1_Model008
6,1,6,roc_auc,hand_till,0.5483706425518926,5,0.013819670959047544,Preprocessor1_Model326
5,1,7,roc_auc,hand_till,0.5477946774602529,5,0.03049393350551449,Preprocessor1_Model389
7,1,3,roc_auc,hand_till,0.5457238291268549,5,0.017176776939138137,Preprocessor1_Model135
1,1,4,roc_auc,hand_till,0.5433320793844603,5,0.011109942276488984,Preprocessor1_Model193
4,1,2,roc_auc,hand_till,0.543275114690938,5,0.012669098978111613,Preprocessor1_Model068
2,1,2,roc_auc,hand_till,0.5389795636333831,5,0.020941578200588923,Preprocessor1_Model066
1,1,6,roc_auc,hand_till,0.537344649801991,5,0.010365431234655711,Preprocessor1_Model321
2,1,6,roc_auc,hand_till,0.5326627133925744,5,0.019477667215273057,Preprocessor1_Model322
2,1,4,roc_auc,hand_till,0.5319171640914201,5,0.013872733286937208,Preprocessor1_Model194
1,1,7,roc_auc,hand_till,0.5306081283593683,5,0.009314196405083179,Preprocessor1_Model385
1,1,8,roc_auc,hand_till,0.5280410909306743,5,0.01830236107972386,Preprocessor1_Model449
1,1,2,roc_auc,hand_till,0.5121604645336292,5,0.02182099213743186,Preprocessor1_Model065
